,title,year,month,journal,code,weight,code_label,id,content,gen_code
243,Getting real,1996,Jan,Newsweek,1,10.0,"relinequality, explicit",396,No,0
244,Girding for a pink slip,1991,Jan,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),398,Yes,1
245,"Give me your smart, your skilled . . .",1990,Dec,Newsweek,1,6.67,"relinequality, explicit",399,Yes,1
246,Give the speaker a break:,1997,Sep,U.S. News & World Report,2,6.67,"relinequality, implicit",401,Output: No,0
247,"Give us your wired, your highly skilled: tech firms are winning the battle of the visas",1998,Oct,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),402,No,0
248,Going After The Deficit,1985,Oct,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),407,No,0
249,Going for it,1985,Jun,Time,1,6.67,"relinequality, explicit",409,Yes,1
250,"Good Luck, Chuck.",2011,,"Newsweek; October 31 2011, Vol. 158 Issue 18, p17-17, 1p",2,1.0,"relinequality, implicit",411,Yes,1
251,Good news ahead on inflation,1989,Nov,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),412,Output: No,0
252,Great ripoff in unemployment pay,1981,Mar,U.S. News & World Report,2,6.67,"relinequality, implicit",415,Yes,1
253,Hard going for the easy part,1995,Jan,Time,2,10.0,"relinequality, implicit",418,Yes,1
254,Hard times in the heartland,1981,Dec,Time,2,6.67,"relinequality, implicit",419,Yes,1
255,Has Your Life Become Too Much A Game of Chance?,2004,Feb,Time,1,1.0,"relinequality, explicit",423,Yes,1
256,"Have Law Degree, Will Travel",1989,Dec,Time,3,10.0,relchanges (income/wages/earnings/etc.),425,No,0
257,Have job prospects started to wilt?,1995,May,U.S. News & World Report,2,6.67,"relinequality, implicit",426,Yes,1
258,He Got What He Wanted,1981,Jul,Time,2,10.0,"relinequality, implicit",427,Yes,1
259,Healthy inequality,1996,Oct,Newsweek,1,1.0,"relinequality, explicit",429,Yes,1
260,Heckler in chief,1993,Mar,Time,4,6.67,"releconomy (employment, economy)",430,No,0
261,Hedging against inflation,1980,Apr,Newsweek v. 95 (April 28 1980) p. 72,3,6.67,relchanges (income/wages/earnings/etc.),431,Output: Yes,1
262,Here Comes Default Line,1996,Jan,Time,4,10.0,"releconomy (employment, economy)",432,Yes,1
263,Here's to the Little People,2003,Feb,Newsweek,1,6.67,"relinequality, explicit",433,Output: Yes,1
264,"High tax, hot cigs",2002,Nov,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),435,Yes,1
265,High tech's fickle helping hand,1989,Dec,Time,4,6.67,"releconomy (employment, economy)",436,No,0
266,High-technology lip service,1988,Dec,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",437,No,0
267,Higher taxes? Who would pay,1984,Dec,U.S. News & World Report,1,6.67,"relinequality, explicit",438,Yes,1
268,Hit by the tax-rate hike? You can delay some of the pain,1994,Mar,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),439,Yes,1
269,Hold off on the reunion party,1997,Jun,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),441,No,0
270,Holding Dollars Hostage,2010,Nov,Newsweek,1,6.67,"relinequality, explicit",442,Yes,1
271,Home Ownership,1987,Dec,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),445,No,0
272,Home on the range,2002,May,U.S. News & World Report,2,6.67,"relinequality, implicit",447,No,0
273,Hoping for More Market Magic,1989,Feb,Newsweek,2,10.0,"relinequality, implicit",450,Yes,1
274,Hot enough for you?,2003,Nov,U.S. News & World Report,2,6.67,"relinequality, implicit",451,Yes,1
275,House of Cards,1992,Apr,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",453,Output: No,0
276,How America has run out of time,1989,Apr,Time,1,6.67,"relinequality, explicit",454,No,0
277,How CEO pay got away,1997,Mar,Time,1,10.0,"relinequality, explicit",455,Yes,1
278,How Long Will America Lead the World?,2006,Jun,"Newsweek v. 147 no. 24 (June 12 2006) p. 40-2, 44-5",3,6.67,relchanges (income/wages/earnings/etc.),457,No,0
279,How Reagan rates now in his hometown,1982,Sep,U.S. News & World Report v. 93 (September 20 1982) p. 22,1,6.67,"relinequality, explicit",458,Output: Yes,1
280,How We Work Now,1999,Feb,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),462,Yes,1
281,How a Pro Thinks About Investing in New Markets,2007,Oct,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),463,No,0
282,How families cope when jobs disappear,1980,Jul,U.S. News & World Report,2,6.67,"relinequality, implicit",466,Yes,1
283,How fast should we grow?,1996,Jul,Time,2,6.67,"relinequality, implicit",467,No,0
284,How flat is flat?,1982,Aug,Newsweek,1,6.67,"relinequality, explicit",468,Output: Yes,1
285,How much should we be paid?,1993,Nov,Newsweek,1,1.0,"relinequality, explicit",470,Yes,1
286,How the Cuts Help,1981,Aug,Newsweek,1,10.0,"relinequality, explicit",471,Yes,1
287,How the Next President Should Fix the Economy,2008,May,Time,1,6.67,"relinequality, explicit",472,Yes,1
288,How the dollar has shrunk in the 20th century,1983,Feb,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",473,Yes,1
289,How the newest rules can work for you,1988,May,U.S. News & World Report,1,6.67,"relinequality, explicit",474,No,0
290,How to Fix a Market Failure,2008,May,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),475,No,0
291,How to Gain From the Economy's Pain.,2011,Aug,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),476,No,0
292,How to Grab the Voters,1996,Aug,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),477,Yes,1
293,"How to fix ""A Budget Out of Control""",1982,Jul,U.S. News & World Report,1,10.0,"relinequality, explicit",479,Yes,1
294,How to get the country moving again: advice from six Nobel Prize economists,1983,Jan,U.S. News & World Report,1,6.67,"relinequality, explicit",480,Yes,1
295,How tough is Greenspan?,1987,Jun,Newsweek,4,6.67,"releconomy (employment, economy)",482,No,0
296,How work force is being transformed,1982,Apr,U.S. News & World Report,1,6.67,"relinequality, explicit",483,Yes,1
297,I Lift My Lamp É Beside the Golden Gate.,2012,Jul,Time,4,6.67,"releconomy (employment, economy)",485,Yes,1
298,I [Love] Government.,2011,Sep,Newsweek,2,6.67,"relinequality, implicit",488,Yes,1
299,I'm a cardless person,1980,May,Time,3,6.67,relchanges (income/wages/earnings/etc.),491,Output: No,0
300,If Obama Wins,2008,Nov,Time,4,6.67,"releconomy (employment, economy)",494,No,0
301,If You Think Taxes Are High in U.S.,1984,Mar,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),495,Output: Yes,1
302,If inflation kills the bull,1998,Aug,Newsweek v. 132 no. 6 (August 10 1998) p. 67+,2,6.67,"relinequality, implicit",497,No,0
303,If the Gobbledygook Confuses You,1983,Apr,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),498,No,0
304,Ignorance and inequality,1992,Jun,U.S. News & World Report,1,1.0,"relinequality, explicit",500,Yes,1
305,In Defense of the Free Market,2008,Nov,U.S. News & World Report v. 145 no. 11 (November 17-24 2008) p. 60,4,6.67,"releconomy (employment, economy)",503,Output: No,0
306,In prospect: tax cut to fight recession,1980,May,U.S. News & World Report,2,6.67,"relinequality, implicit",507,Yes,1
307,"In rural Oregon, The grapes of wrath, again",1988,May,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),508,Yes,1
308,"In the Short Term, Good News.",2011,May,Time,4,6.67,"releconomy (employment, economy)",509,No,0
309,Indifferent to inequality?,2001,May,Newsweek,1,1.0,"relinequality, explicit",511,Yes,1
310,Inflation and taxes,1983,Oct,U.S. News & World Report,1,6.67,"relinequality, explicit",512,Yes,1
311,Inflation gets nailed: America's slow wage growth has hammered away at prices,1994,May,U.S. News & World Report,2,6.67,"relinequality, implicit",514,Yes,1
312,Inflation makes the gardens grow,1980,Mar,U.S. News & World Report v. 88 (March 10 1980) p. 70-1,4,6.67,"releconomy (employment, economy)",515,Yes,1
313,Inflation slowdown is bad news for some,1982,Jun,U.S. News & World Report,1,6.67,"relinequality, explicit",516,Yes,1
314,Inflation's painful slowdown,1982,Mar,Time v. 119 (March 29 1982) p. 46-7+,2,6.67,"relinequality, implicit",517,Yes,1
315,Inflation: 'clear for takeoff',1989,Mar,Newsweek,2,6.67,"relinequality, implicit",518,No,0
316,Inflation: fingers in the dike,1980,Mar,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),519,No,0
317,Inflation: turning point?,1981,Dec,Newsweek,2,6.67,"relinequality, implicit",520,Output: Yes,1
318,Interest Groups Fight Back,1984,Dec,U.S. News & World Report,2,10.0,"relinequality, implicit",522,Yes,1
319,Interpreting the new moderation,1982,Nov,Time,1,6.67,"relinequality, explicit",523,Yes,1
320,Is 2010 the Year of Avoiding Taxes?,2010,Mar,U.S. News & World Report,1,6.67,"relinequality, explicit",525,Yes,1
321,Is America Losing At Globalization?,2008,Sep,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),526,No,0
322,Is America working smarter?,1989,Jan,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),527,Yes,1
323,Is Housing a New Bubble?,2004,Apr,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),529,No,0
324,Is Wall Street right?,1987,Oct,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),532,Yes,1
325,Is a tax cut the right remedy?,2001,Jan,Time,3,6.67,relchanges (income/wages/earnings/etc.),533,Yes,1
326,Is middle class really doomed to shrivel away?,1984,Aug,U.S. News & World Report,1,1.0,"relinequality, explicit",534,Yes,1
327,Is the rally real?,2003,Jun,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),535,No,0
328,Is this the right medicine?,2001,Feb,Newsweek,1,6.67,"relinequality, explicit",536,Yes,1
329,"It's Always the Economy, Stupid",2010,Jul,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),538,Yes,1
330,"It's Rubin, stupid",1997,Jun,Newsweek,1,6.67,"relinequality, explicit",540,Output: Yes,1
331,"It's The Weather, Stupid",2012,Apr,Newsweek,4,6.67,"releconomy (employment, economy)",541,Yes,1
332,It's a new economic landscape now,1986,Sep,U.S. News & World Report,2,6.67,"relinequality, implicit",542,Yes,1
333,It's all a confidence game,1992,Jan,Time,2,6.67,"relinequality, implicit",543,Output: Yes,1
334,It's in the numbers: business is slow,1993,May,Time,4,6.67,"releconomy (employment, economy)",544,"Input: ""It's in the numbers: business is slow""

Output: Yes",1
335,It's still the economy,1994,Oct,U.S. News & World Report,1,6.67,"relinequality, explicit",545,Yes,1
336,Jack's Toughest Deal,2002,Nov,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),546,No,0
337,"Jesus saves, you invest",1998,Apr,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),549,No,0
338,Job Tide Lifts Some States' Boats.,2011,Sep,Time,4,6.67,"releconomy (employment, economy)",550,Yes,1
339,Jobless pay takes work,2001,Nov,U.S. News & World Report,1,6.67,"relinequality, explicit",551,Yes,1
340,"Jobless rates, state by state",1983,Jun,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",552,Output: Yes,1
341,Joblessness is Here to Stay,2009,Dec,Newsweek,1,6.67,"relinequality, explicit",553,Yes,1
342,Jobs are on the Way!,2009,Dec,Newsweek,1,6.67,"relinequality, explicit",554,Yes,1
343,Jobs: a million that will never come back,1982,Sep,U.S. News & World Report,1,6.67,"relinequality, explicit",555,Yes,1
344,Jobs: putting America back to work,1982,Oct,Newsweek,1,6.67,"relinequality, explicit",556,Yes,1
345,Jobs: the haves and have-nots,1982,Feb,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",557,Yes,1
346,Kansas City doesn't just talk,1990,Feb,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),561,No,0
347,Keeping U.S. Jobs at Home,2004,May,Newsweek,4,10.0,"releconomy (employment, economy)",562,Yes,1
348,Labor's agenda for the '90s,1990,Mar,U.S. News & World Report,2,6.67,"relinequality, implicit",564,Yes,1
349,Leader of the Freaked-Out World.,2011,Mar,Newsweek,4,6.67,"releconomy (employment, economy)",566,No,0
350,Learning to Think Smaller,1981,Sep,Time,2,10.0,"relinequality, implicit",567,Yes,1
351,Leaving 1980 on an upbeat,1981,Jan,Time,2,6.67,"relinequality, implicit",568,Yes,1
352,Lemons into loopholds,2000,Dec,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),570,No,0
353,"Lemons, But No Lehman Aid",2008,Sep,Newsweek,2,6.67,"relinequality, implicit",571,Output: Yes,1
354,Less taxing ways of entertaining,1988,Jun,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),572,No,0
355,Lessons of the spring elections,1993,Jun,U.S. News & World Report,1,10.0,"relinequality, explicit",574,No,0
356,Let The Horse Trading Begin,2005,Feb,U.S. News & World Report,2,6.67,"relinequality, implicit",575,Yes,1
357,Let's take risks again,1980,May,Newsweek,1,6.67,"relinequality, explicit",576,Output: No,0
358,Life among the 'meritocrats',1993,Aug,U.S. News & World Report,1,1.0,"relinequality, explicit",579,Yes,1
359,Lining Up That Second Career Takes Focus,2008,Sep,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),581,Output: No,0
360,"Listen up, tax tinkerers: let's be fair",1989,Oct,Time,1,6.67,"relinequality, explicit",582,Yes,1
361,"Listen, can we talk?",1989,Mar,Newsweek,2,6.67,"relinequality, implicit",583,Yes,1
362,"Listen, learn--change",2001,May,U.S. News & World Report,1,1.0,"relinequality, explicit",584,Yes,1
363,"Listen, the U.S. is better, stronger, and faster than anywhere else in the world. (cover story)",2012,May,Newsweek,4,6.67,"releconomy (employment, economy)",585,No,0
364,Living the Dream,1999,Jul,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",586,Output: No,0
365,Living with inflation,1980,Feb,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),587,Yes,1
366,Living with less inflation,1991,Oct,U.S. News & World Report,2,6.67,"relinequality, implicit",588,Yes,1
367,Looking to Washington to Save Housing,2008,Feb,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),590,Yes,1
368,Losing Altitude,2003,Apr,U.S. News & World Report,2,6.67,"relinequality, implicit",591,Yes,1
369,Losing big under Treasury II,1985,Jun,Time,1,6.67,"relinequality, explicit",592,Yes,1
370,Losing the inner instincts,1980,Jun,Time,4,6.67,"releconomy (employment, economy)",593,Yes,1
371,Lower minimum wage for teenagers?,1983,Apr,U.S. News & World Report,2,6.67,"relinequality, implicit",595,Yes,1
372,Macho Tax Cuts,1995,Jun,Newsweek,1,10.0,"relinequality, explicit",596,Yes,1
373,Mad dogs and congressman,1994,Feb,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",597,Output: Yes,1
374,Made (Again) in the U.S.A.,2011,Oct,Time,4,6.67,"releconomy (employment, economy)",598,"Input: ""Made (Again) in the U.S.A.""

Output: No",0
375,Maestro of the business cycle?,1994,Aug,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),599,No,0
376,Making Money Last For Life,1999,Oct,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),601,No,0
377,Married to the Job,2009,Feb,Time,3,6.67,relchanges (income/wages/earnings/etc.),608,No,0
378,Meet David Stockman,1981,Feb,Newsweek,1,10.0,"relinequality, explicit",610,No,0
379,Meet Free-lunch Forbes,1996,Feb,Newsweek,1,6.67,"relinequality, explicit",611,No,0
380,Membership Has Its Penalties,2009,Jan,Newsweek,2,6.67,"relinequality, implicit",612,Output: No,0
381,Men at Overwork,2003,Aug,Newsweek,1,6.67,"relinequality, explicit",613,Yes,1
382,Mergers' New Twist: Divorce Insurance,2005,Jul,Newsweek,1,10.0,"relinequality, explicit",614,No,0
383,Message to job seekers: good luck,1992,Sep,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),615,Yes,1
384,"Middle Class, R.I.P.",2012,,"Newsweek; 6/25/2012, Vol. 159 Issue 26, p22-22, 1p, 1 Color Photograph",1,1.0,"relinequality, explicit",616,Yes,1
385,Middle-class warfare,1990,Jun,U.S. News & World Report,1,6.67,"relinequality, explicit",617,Yes,1
386,Monetary instability,1981,Jun,Newsweek,4,6.67,"releconomy (employment, economy)",618,Output: No,0
387,Money Watch June 6 2005,2005,Jun,U.S. News & World Report,2,6.67,"relinequality, implicit",626,No,0
388,Money Watch- December 5 2005,2005,Dec,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",630,No,0
389,Monkey business,1982,May,U.S. News & World Report,2,6.67,"relinequality, implicit",631,Yes,1
390,More severe slump,1980,May,Time,4,6.67,"releconomy (employment, economy)",635,Yes,1
391,"More union leaders join $100,000-plus club",1985,Mar,U.S. News & World Report,2,6.67,"relinequality, implicit",636,Yes,1
392,Moving in,1993,Jan,Time,3,6.67,relchanges (income/wages/earnings/etc.),637,Yes,1
393,National identity card?,1980,Sep,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",643,Output: No,0
394,New Jobs Blossom in Leisure Field,1984,Aug,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),645,No,0
395,New Power for the Pen,1996,Apr,Time,4,10.0,"releconomy (employment, economy)",646,No,0
396,New Tax Breaks for Homeowners,1982,Jan,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),647,"Input: ""New Tax Breaks for Homeowners""

Output: No",0
397,New economics,1981,Nov,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),648,Output: Yes,1
398,New from Congress: Business as Usual,1992,Aug,Newsweek,1,10.0,"relinequality, explicit",649,Yes,1
399,No place like home,1993,Nov,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),654,Yes,1
400,Nominal vs. Real News,2005,Aug,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),656,Output: No,0
401,Now we're talking some real money,2001,Apr,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),662,No,0
402,"Now, Social in-security",1993,Feb,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),663,"Input: ""Now, Social in-security""

Output: Yes",1
403,Obama Preaches Deficit Sanity.,2011,Apr,Time,4,6.67,"releconomy (employment, economy)",664,Yes,1
404,Obama's CEO Problem,2010,Jul,Newsweek,4,6.67,"releconomy (employment, economy)",665,Yes,1
405,Obama's Old Deal,2010,Sep,Newsweek,1,6.67,"relinequality, explicit",666,Yes,1
406,Obama's Unfair Shot.,2012,Jun,Newsweek,2,6.67,"relinequality, implicit",667,Yes,1
407,Obamacare vs. Medicare.,2012,Dec,Time,2,6.67,"relinequality, implicit",668,Yes,1
408,Of winners and losers and pure puzzlement,1994,Apr,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),671,Output: Yes,1
409,Off the radar screen,1994,Jan,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),672,No,0
410,"Oh, That Miserable Economy!",2005,Dec,U.S. News & World Report,2,6.67,"relinequality, implicit",675,No,0
411,"Oh, for haven's sake!",2002,May,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",676,Yes,1
412,"Oh, no, the federal deficit is shrinking!",1997,Jan,U.S. News & World Report,1,10.0,"relinequality, explicit",677,Yes,1
413,On a Roll,2004,Jan,U.S. News & World Report,1,6.67,"relinequality, explicit",679,Yes,1
414,On the Tax Program,1981,Jun,U.S. News & World Report,1,10.0,"relinequality, explicit",681,Yes,1
415,One for the hawks,1992,Dec,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),682,Yes,1
416,One for the rank and file,1993,Jul,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),683,Yes,1
417,One way to keep inflation down,1983,May,Newsweek v. 101 (May 2 1983) p. 17,1,6.67,"relinequality, explicit",684,Output: Yes,1
418,One-armed economists,2003,May,U.S. News & World Report,2,6.67,"relinequality, implicit",685,Yes,1
419,Our Great Recession Obsession,2007,Nov,Newsweek,2,6.67,"relinequality, implicit",687,No,0
420,Our identity crisis,1995,Mar,U.S. News & World Report,1,6.67,"relinequality, explicit",690,No,0
421,Out of the woods?,1980,Jun,U.S. News & World Report v. 88 (June 16 1980) p. 104,3,6.67,relchanges (income/wages/earnings/etc.),692,"Input: ""Out of the woods? For the American consumer, events of the last few weeks have flashed by like one more chapter of Alice's Adventures in Wonderland. Is it possible that in two months we have been cured of the deadly illness that made it necessary to cage the money supply, propel interest rates sky-high and dry up charge buying? Can Treasury Secretary Miller really mean it when he says that ''we have so remarkably corrected the inflationary psychology''? By impressive coincidence, the Federal Reserve Board's downer for interest rates and Miller's call for citizens to ''go back to normal consumer behavior''--whatever that is-- happened at the same time as the announcement that the rise in the consumer price index had slowed. In April, growth of the CPI dropped off from the 18.1 percent annual rate of the three previous months to an annual 11.4. Are we, then, out of the woods? Has the acceleration of price rises miraculously been halted? Another month may provide a clue, but it is hard to find such a clue in the current CPI. Half the slowdown is credited to stability of gasoline prices, a respite that no one expects to last, and much of the rest came from an easing of the rise in food costs, which, we already have been warned  economists, will soon go up again. The embattled CPI, in fact, bears responsibility for much of our inflationary woe. It forms the basis for escalation in a variety of government payments and serves as a prime criterion in wage raises. For some time now, it has been under attack on the grounds that it does not measure the right costs and, for instance, should not determine the extent of periodic boosts in Social Security checks because retired people do not customarily buy a lot of new cars and homes and other such expensive goods. Also, a less noticed end run around the CPI enhances unreality in the U.S. economy. Many prices are, surprisingly, being cut from their listed levels, but in ways that escape the index and fail to assuage public anguish. Officials of the Bureau of Labor Statistics, which prepares the CPI, declare frankly that there is no way they can measure effects from the flood of cents-off coupons. These now, according to the Nielsen Clearing House, are used by some 60 million American families. Price cuts through this means, totaling perhaps 1 billion dollars a year, do not appear in the official record. Moreover, although the BLS does monitor the result of rebates on automobiles, it cannot cope with all the money that may be put back into the buyer's hand on the purchase of a host of other appliances from toasters to washing machines. There is nothing immoral or unpatriotic about coupons and rebates. If that is the only way people are going to get a price break, so be it. But, since their impact cannot be put into the equation, a suggestion is heard that the time has come for U.S. businessmen to abandon those devices and turn to outright cuts, as a significant help in interrupting the inflationary drift. The hope is that if one big company will make the first move, widespread reductions may follow. A major deterrent is said to be the fear that price controls will eventually be applied, trapping those businesses whose prices are down.""

Output: Yes",1
422,Pampering the elderly I,1990,Oct,Newsweek,1,10.0,"relinequality, explicit",693,Yes,1
423,Pampering the elderly II,1990,Nov,Newsweek,2,10.0,"relinequality, implicit",694,Yes,1
424,Pandering for votes,1992,Jan,Newsweek,1,6.67,"relinequality, explicit",695,Yes,1
425,Papa's little deduction,1991,Jun,Newsweek,1,6.67,"relinequality, explicit",696,Yes,1
426,Per Capita Income State by State,1983,May,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),699,"Input: ""Per Capita Income State by State""
Output: Yes",1
427,"Physician, wheel thyself",1991,May,Newsweek,4,10.0,"releconomy (employment, economy)",700,No,0
428,Picking Through The Wreckage,2008,Oct,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),701,No,0
429,Picking up the pace,1999,Feb,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),702,"Input: ""Picking up the pace
New evidence of a productivity boom For years, believers in the so-called new economy have been bedeviled by a stubborn statistic: Despite America's massive investment in new technology, which seemed to promise a bounteous new era of rapid growth, high efficiency, and low inflation, official measures of gains in productivity have shown little improvement, remaining far below the rates of the 1950s and '60s. But last week, the case for the new economy received a big boost. The Bureau of Labor Statistics announced that the amount American workers produced during each hour on the job surged at an annualized rate of 3.7 percent during the last quarter of 1998. If the current rate is sustained, American workers 20 years from now will be able to produce more in just one year than today's worker does in two. That would make our children rich indeed, but there is reason to be skeptical. Some experts believe the new numbers are artificially skewed by technical factors, such as changes in the way inflation is calculated. Others doubt that the productivity boom, even if real, can be sustained. ""I think it is entirely premature to conclude that we have entered into a new technology-led prosperity that will drive productivity up forever,"" says Stephen C. Roach, chief economist at Morgan Stanley Dean Witter Co. Another reason for caution: Most of the productivity gains occurred in manufacturing, which accounts for a shrinking share of the economy.""

Output: No",0
430,Pie in the sky,1987,Jan,Time,1,10.0,"relinequality, explicit",703,Yes,1
431,Plague of job hoppers,1981,Jun,Time,3,6.67,relchanges (income/wages/earnings/etc.),704,Yes,1
432,Planning for Retirement,1982,Mar,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),705,Output: No,0
433,Playing Fair on Taxes,2006,May,U.S. News & World Report,1,1.0,"relinequality, explicit",707,Yes,1
434,Playing hardball,1993,Apr,Newsweek v. 121 (April 19 1993) p. 24-5,1,6.67,"relinequality, explicit",709,Yes,1
435,Playing politics with jobs,1983,Feb,Newsweek,2,6.67,"relinequality, implicit",710,Yes,1
436,Plenty of Job Openings - for Right Skills,1980,Dec,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),711,No,0
437,Politics Over Reason,1982,Aug,Time,3,10.0,relchanges (income/wages/earnings/etc.),721,Yes,1
438,Portrait of '82,1982,Dec,Newsweek,4,6.67,"releconomy (employment, economy)",722,Yes,1
439,Portrait of a Bull Market,2006,Nov,Time,2,6.67,"relinequality, implicit",723,No,0
440,Postpone Retirement?,2009,Oct,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),727,Yes,1
441,Prepare to deal with a murky market,2001,Jan,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),728,No,0
442,"President's Budget Proposal, Phase II",1985,Apr,U.S. News & World Report,2,10.0,"relinequality, implicit",729,Yes,1
443,Profiting from Europe's pain,1992,Dec,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),731,No,0
444,Profits and Tax Breaks - Bonanza for Business,1984,Jan,U.S. News & World Report,2,10.0,"relinequality, implicit",732,Yes,1
445,Progeny of Proposition 13,1984,Nov,Time,3,10.0,relchanges (income/wages/earnings/etc.),733,Yes,1
446,Program for a New Federalism,1982,Jan,Time,2,10.0,"relinequality, implicit",734,Yes,1
447,"Promises, promises",1990,Jul,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),735,Output: No,0
448,Prudent and responsible?,1980,Feb,Time,2,6.67,"relinequality, implicit",736,Yes,1
449,Public Sector Profligacy,2010,Oct,U.S. News & World Report,1,1.0,"relinequality, explicit",737,Yes,1
450,Putting the budget in perspective,1982,Feb,U.S. News & World Report,1,10.0,"relinequality, explicit",739,Yes,1
451,Quitting Time,2004,May,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),740,No,0
452,"RICH AMERICA, POOR AMERICA.",2012,,"Newsweek; 1/23/2012, Vol. 159 Issue 4, p42-47, 6p",1,1.0,"relinequality, explicit",741,Yes,1
453,Rage Could End Up Hurting Us,2009,Mar,Newsweek,1,6.67,"relinequality, explicit",742,Yes,1
454,Rage against the machine,1999,Dec,Time,2,6.67,"relinequality, implicit",743,Yes,1
455,Raging global price plague,1980,Mar,Time,4,6.67,"releconomy (employment, economy)",745,No,0
456,Rana Foroohar,2012,,"Time; 11/19/2012, Vol. 180 Issue 21, p35-35, 1p",1,1.0,"relinequality, explicit",746,Yes,1
457,Reaching out to labor,1985,Apr,Time,3,6.67,relchanges (income/wages/earnings/etc.),747,Yes,1
458,Reagan and Congress square off again,1982,Oct,U.S. News & World Report,2,6.67,"relinequality, implicit",748,Yes,1
459,Reagan extends a peace pipe to unions,1981,Dec,U.S. News & World Report v. 91 (December 14 1981) p. 67,2,6.67,"relinequality, implicit",749,Yes,1
460,Reagan mixes it up with the Democrats,1982,Oct,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",750,Yes,1
461,Reagan readies the ax,1981,Feb,Newsweek,1,6.67,"relinequality, explicit",751,Yes,1
462,Reagan's Ailing Economy,1981,Sep,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),752,Yes,1
463,Reagan's Fall Offensive,1981,Sep,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),753,Yes,1
